class_id,class_name,mesh
9733,ArchAttaBridgeTowerDestroyedV07,arch_atta_bridge_tower_destroyed_v07.geo
9734,TerraForeasHillsideRootsV01,terra_foreas_hillside_roots_v01.geo
9735,TerraForeasHillsideRootsV02,terra_foreas_hillside_roots_v02.geo
9736,MisPalisadesAmmoPharmaceutical,item_canister_hum_v02.geo
9737,Bane_Psychomite,creature_bane_psychomite_v01.geo
9742,UsableTwoStateBloodAnalyzer,prop_hum_monitor_v01_v01.geo
9743,VfxAriekiAshenDesertRain,arieki_ashen_desert_rain_v01.geo
9744,TestLogosObelisk,arch_eloh_relicgate_v01.geo
9745,ArchBaneConsoleAcceptorSwitchDELETEDUPE,prop_bane_console_datablade_empty.geo
9747,UsableForceFieldDELETEDELETEDUPE,arch_bane_outpost_wall_major_entrance_v01_forcefield.geo
9748,ArchHumOutpostFenceGateV02,arch_hum_outpost_fence_entrance_v04.geo
9750,Bane_Treeback,creature_bane_treeback_v01.geo
9751,Bane_Linker,creature_bane_linker_armor_v01.geo
9753,Mygone_Creature_Mycon_Manta,creature_mycon_manta_v01.geo
9755,ArchBrannGenObjTempleV01,prop_brann_temple_v01.geo
9756,ArchBrannPrison,arch_brann_prison.geo
9757,ArchBrannGenObjSmokestackV01,prop_brann_smokestack_v01.geo
9758,ArchElohCorridorRoomV03,arch_eloh_corridor_room_v03.geo
9759,ArchElohCorridorRoomV04,arch_eloh_corridor_room_v04.geo
9760,ArchBrannCorridorEntranceShellback01V01,arch_brann_corridor_entrance_shellback_01_v01.geo
9762,ArchBrannCorridorEntranceShell01V01,arch_brann_corridor_entrance_shell_01_v01.geo
9763,ArchBrannCorridorRoom01V01,arch_brann_corridor_room_01_v01.geo
9764,ArchBrannGreenhouse01V01,arch_brann_greenhouse_01_v01.geo
9765,ArchForeanFithiceggclusterV01DestroyedV02,arch_forean_fithiceggcluster_v01_destroyed_v02.geo
9766,ArchBrannCorridorEntranceShell01V02,arch_brann_corridor_entrance_shell_01_v02.geo
9767,ArchBrannBarracks01_v01,arch_brann_barracks_01_v01.geo
9768,ArchBrannCorridorCross01V01,arch_brann_corridor_cross_01_v01.geo
9769,ArchBrannCorridorRoom01DormV01,arch_brann_corridor_room_01_dorm_v01.geo
9770,ArchBrannCorridorEndcap01V01,arch_brann_corridor_endcap_01_v01.geo
9771,ArchBrannCorridorRamp01V01,arch_brann_corridor_ramp_01_v01.geo
9772,ArchBrannCorridorRoom01GreenhouseV01,arch_brann_corridor_room_01_greenhouse_v01.geo
9773,ArchBrannDome01V01,arch_brann_dome_01_v01.geo
9774,ArchBrannGenObjScanningLightsV01,prop_brann_scanning_lights_v01.geo
9775,ArchBrannCorridorEntrance01V01,arch_brann_corridor_entrance_01_v01.geo
9776,ArchBrannCorridorTee01V01,arch_brann_corridor_tee_01_v01.geo
9777,ArchBrannCorridorAirlock01V01,arch_brann_corridor_airlock_01_v01.geo
9778,ArchBrannCorridorTurnRtV01,arch_brann_corridor_turn_rt_01_v01.geo
9779,ArchBrannCorridorTurnLftV01,arch_brann_corridor_turn_lft_01_v01.geo
9780,ArchBrannMelthouseV01,arch_brann_melthouse_v01.geo
9785,ArchBrannGenObjSinkV01,prop_brann_sink_v01.geo
9786,ArchBrannCorridorRoom01PanopticonV01,arch_brann_corridor_room_01_panopticon_v01.geo
9787,ArchBrannCorridorStraight0124mV01,arch_brann_corridor_straight_01_24m_v01.geo
9788,ArchForeanBridgeV01,arch_forean_bridge_v01.geo
9789,ArchBrannCorridorRoom01QuarterV01,arch_brann_corridor_room_01_quarter_v01.geo
9790,ArchBrannCorridorRoom01QuarterV02,arch_brann_corridor_room_01_quarter_v02.geo
9791,ArchBrannTowerRelayV01,arch_brann_tower_relay_v01.geo
9794,ArchBrannTurbine01V01,arch_brann_trubine_01_v01.geo
9797,ArchBrannCorridorRoom01QuarterV03,arch_brann_corridor_room_01_quarter_v03.geo
9798,ArchBrannGenObjMonitorDeviceV01DELETE,prop_brann_monitordevice_v01.geo
9799,ArchAttaBridgeTowerDestroyedV01,arch_atta_bridge_tower_destroyed_v01.geo
9800,ArchAttaBridgeTowerDestroyedV02,arch_atta_bridge_tower_destroyed_v02.geo
9801,ArchAttaBridgeTowerDestroyedV04,arch_atta_bridge_tower_destroyed_v04.geo
9802,ArchAttaBridgeTowerDestroyedV05,arch_atta_bridge_tower_destroyed_v05.geo
9803,ArchAttaBridgeTowerDestroyedV06,arch_atta_bridge_tower_destroyed_v06.geo
9804,Vehicle_Bane_Strider_V1,creature_thrax_strider_v01.geo
9810,FloraForeasOptTree01V01,flora_foreas_gen_tree01_v01_lod1.geo
10088,UsableInertDestAriekiFlamepodsV01,mesh_flora_arieki_flamepods_V01.geo
10089,ArchBaneSonicFenceDestroyedV01,arch_bane_sonic_fence_destroyed_v01.geo
10090,ItemFloraForeasCallaFernV01,item_flora_foreas_calla_fernV01.geo
10091,FloraAriekiPlantSmoker01v01,flora_arieki_plant_smoker_01_v01.geo
10092,FloraAriekiSmoker01V02,flora_arieki_plant_smoker_01_v02.geo
10093,FloraAriekiSmoker01V03,flora_arieki_plant_smoker_01_v03.geo
10095,MisWildernessItemStimdust,item_canister_hum_v01.geo
10096,FloraAriekiGrassclumpSulfur01V01,flora_arieki_grassclump_sulfur01_v01.geo
10097,FloraAriekiGrassclumpSulfur01V02,flora_arieki_grassclump_sulfur01_v02.geo
10098,FloraAriekiGrassclumpSulfur01V03,flora_arieki_grassclump_sulfur01_v03.geo
10099,FloraAriekiSpongeshell01V01,flora_arieki_spongeshell_01_v01.geo
10100,MisDivideItemAirstrikeGPS,prop_hum_gps_beacon_v01.geo
10101,MisPalisadesItemBloodyvest,item_canister_hum_v01.geo
10107,TerraAriekiSulfurRockarchesV02,terra_arieki_sulfur_rockarches_v02.geo
10108,ArchBaneOutpostGeneratorDestroyed,arch_bane_outpost_generator_destroyed_v01.geo
10109,TerraAriekiSulfurRockarchesV01,terra_arieki_sulfur_rockarches_v01.geo
10110,TerraAriekiSulfurRockarchesV03,terra_arieki_sulfur_rockarches_v03.geo
10111,TerraAriekiSulfurRockarchesV04,terra_arieki_sulfur_rockarches_v04.geo
10112,TerraAriekiSulfurRockspikesV01,terra_arieki_sulfur_rockspikes_v01.geo
10113,TerraAriekiSulfurRockspikesV02,terra_arieki_sulfur_rockspikes_v02.geo
10114,TerraAriekiSulfurRockspikesV03,terra_arieki_sulfur_rockspikes_v03.geo
10115,TerraAriekiSulfurRockspikesV04,terra_arieki_sulfur_rockspikes_v04.geo
10116,TerraAriekiSulfurSmallrockV01,terra_arieki_sulfur_smallrock_v01.geo
10117,TerraAriekiSulfurSmallrockV02,terra_arieki_sulfur_smallrock_v02.geo
10118,TerraAriekiSulfurSmallrockV03,terra_arieki_sulfur_smallrock_v03.geo
10119,TerraAriekiSulfurSmallrockV04,terra_arieki_sulfur_smallrock_v04.geo
10120,TerraAriekiSulfurSmallrockV05,terra_arieki_sulfur_smallrock_v05.geo
10124,UsableBombBrannV01,prop_brann_bomb_acceptor_v02.geo
10126,ArchBaneIndustrialServiceEntranceV01,arch_bane_industrial_service_entrance_v01.geo
10127,UsableItemAccHumTroubleWithTreebacks,prop_hum_gps_beacon_acceptor_v01.geo
10128,MisWildernessItemTroubleWithTreebacks,prop_hum_gps_beacon_v01.geo
10129,TerraAriekiSulfurDepositsV01,terra_arieki_sulfur_deposits_v01.geo
10130,TerraAriekiSulfurDepositsV02,terra_arieki_sulfur_deposits_v02.geo
10135,FloraAriekiCoral01V01,flora_arieki_coral_01_v01.geo
10136,FloraAriekiTubeplants01V01,flora_arieki_tubeplants_01_v01.geo
10138,MisDivideItemCaretakerHeadThrowaway,item_bio_heads_thrax_v01.geo
10139,FloraAriekiTubeplants01V02,flora_arieki_tubeplants_01_v02.geo
10140,FloraAriekiRaintreeDeadGrassy01V01,flora_arieki_raintree_dead_grassy_01_v01.geo
10141,FloraAriekiRaintreeDeadGrassy01V02,flora_arieki_raintree_dead_grassy_01_v02.geo
10142,FloraAriekiRaintreeDeadGrassy01V03,flora_arieki_raintree_dead_grassy_01_v03.geo
10143,FloraAriekiPlantBirdseye01V02,flora_arieki_plant_birdseye_01_v02.geo
10146,GenDispenserAttaLarvaeV01,prop_mycon_bone_maggot.geo
10147,SkyLightRays,sky_light_rays.geo
10148,ArchBaneExteriorFoundryV01,arch_bane_exterior_foundry_v01.geo
10149,ArchBaneIndustrialChunnelRawEndcapV01,arch_bane_industrial_chunnel_raw_endcap_v01.geo
10150,ArchBaneIndustrialChunnelRawStraight0232mV01,arch_bane_industrial_chunnel_raw_straight_02_32m_v01.geo
10151,ArchBaneIndustrialChunnelRawStraight02Coupler16mV01,arch_bane_industrial_chunnel_raw_straight_02_coupler_16m_v01.geo
10152,ArchBaneIndustrialChunnelRawStraight02Coupler24V02,arch_bane_industrial_chunnel_raw_straight_02_coupler_24m_v02.geo
10154,UsableTreasureDispV01DELETEDUPE,prop_bane_crate_v01.geo
10155,SkyMyconDefaultSun,sky_mycon_default_sun.geo
10156,SkyMyconDefaultSunMatte,sky_mycon_default_sun_matte.geo
10157,SkyMyconDefaultAegis,sky_mycon_default_aegis.geo
10158,Mygone_Creature_Impaler,creature_mycon_impaler_v01.geo
10159,UsableInertDestBaneMachineV01,prop_bane_machine_v01.geo
10162,Ambient_Swamp_Rat,creature_foreas_swamp_rat_v01.geo
10163,UsableStatelessBaneLandingPadv01,arch_bane_landingpad_v01.geo
10164,Creature_Granitour_Young,creature_arieki_granitour_v01.geo
10165,Ambient_Kalastride,creature_arieki_kalastride_v01.geo
10166,Bane_Hunter,creature_bane_hunter_v02.geo
10167,Ambient_Rhegit,creature_foreas_rhegit_v01.geo
10168,Ambient_Yimma,creature_foreas_yimma_v01.geo
10169,Ambient_Moss_Grubber,creature_mycon_moss_grubber_v01.geo
10170,Mygone_Creature_Khrab,creature_mycon_khrab_v01.geo
10173,SkyMyconDefaultAegisCorona,sky_mycon_default_aegis_corona.geo
10174,UsableInertDestBanePrototypeWormholeDeviceV01,arch_bane_wormhole_incomplete_v01.geo
10175,SkyCommon128GreyTo0BlackColor,sky_common_128_grey_to_0_black_color.geo
10176,UsableInertDestXanxNest,arch_forean_xanxnest_v01.geo
10177,UsableTwoStateElohCommunicationsTowerV01,arch_eloh_communications_tower_v01.geo
10178,ArchBrannGenObjPowercouplingV01DELETE,prop_brann_powercoupling_v01.geo
10179,ArchBrannCorridorRoom01EndcapV01,arch_brann_corridor_room_01_endcap_v01.geo
10180,UsableCrSpawnerDestFithikEggClusterV01,arch_forean_fithiceggcluster_v01.geo
10181,UsableDoorHumBaseHolofenceV01,arch_hum_fort_fence_holo_straight_door_v01.geo
10183,UsableInertDestBaneArmoryMachineryV01DELETEDUPE,prop_bane_armory_machinery_v01.geo
10185,ArchBaneGenObjDocumentationV01DELETEDUPE,prop_bane_console_datablade_full.geo
10186,ArchBaneGenObjDropShipV01,prop_bane_drop_ship_v01.geo
10187,ArchBaneGenObjGearDriverDestroyedV01,prop_bane_gear_driver_destroyed_v01.geo
10188,ArchBaneGenObjGearDriverV01,prop_bane_gear_driver_v01.geo
10189,ArchBaneGenObjMineDestroyedV01DELETE,prop_bane_mine_v01.geo
10190,UsableInertDestBaneRawFuelPumpHouseV01,prop_bane_fuel_pump_v01.geo
10191,UsableInertDestBaneSecurityMachineryV01,prop_bane_security_machinery_v01.geo
10192,UsableInertDestBaneSpotlightV01,prop_bane_spot_light_v01.geo
10193,UsableInertDestBaneSupplyCraneV01,prop_bane_supply_crane_v01.geo
10194,ArchBaneGenObjSupplyLandingStripV01,prop_bane_supply_landing_strip_v01.geo
10195,ArchBaneGenObjWormholeHousingV01,prop_bane_wormhole_housing_v01.geo
10196,UsableTwoStateBrannLightningResistorV01,prop_brann_resistor_v01.geo
10199,UsableItemDispElohLogosDispenserV01DELETE,arch_eloh_logos_dispenser_v01.geo
10200,UsableTwoStateElohDoorSwitchV01,arch_eloh_door_switch_v01.geo
10201,UsableTwoStateElohGenObjMessengerMachineV01,prop_eloh_messenger_machine_v01.geo
10202,UsableTwoStateElohGenObjSanctusGrottoPuzzleElement,prop_eloh_sanctus_grotto_puzzle_element.geo
10207,UsableInertDestHumAmmoStoresV01,prop_hum_ammo_stores_v01.geo
10211,MisWildernessItemBaneDatapad,item_datablade_bane.geo
10213,MisTordenPlainsTechSup,item_crate_hum_v01.geo
10214,MisDivideItemMinosKeyCodes,item_keycard_bane_gen.geo
10215,Ambient_Cavern_Creepa,creature_arieki_creepa_v01.geo
10216,Ambient_Cavern_Fruko,creature_mycon_fruko_v01.geo
10217,Ambient_Fromada,creature_foreas_fromada_v01.geo
10218,Ambient_Lavar,creature_arieki_lavar_v01.geo
10219,Ambient_Lognar,creature_foreas_lognar_v01.geo
10220,Ambient_Mush_Digger,creature_mycon_mushdigger_v01.geo
10221,Ambient_Spore_Hitcher,creature_mycon_sporehitcher_v01.geo
10222,Boss_Eloh,creature_eloh_v01.geo
10223,Z_PLACEHOLDER_Merarim,creature_arieki_geyser_hopper_v01.geo
10224,Z_PLACEHOLDER_Samael,creature_arieki_geyser_hopper_v01.geo
10225,Boss_Voro_A,creature_bane_voro_a_v01.geo
10226,Mygone_Creature_Leaper,creature_mycon_leaper_v01.geo
10227,Mygone_Creature_Loper,creature_mycon_loper_v01.geo
10228,Z_PLACEHOLDER_Mutalis,creature_mycon_mutalis_soldier_v01.geo
10229,Mygone_Creature_Peltast,creature_mycon_peltast_v01.geo
10230,Mygone_Creature_Reaver,creature_mycon_reaver_v01.geo
10231,Z_PLACEHOLDER_Gax_Discharger,creature_pet_heapsaw_v01.geo
10232,Pet_Lightweaver,creature_pet_healer_v01.geo
10233,Z_PLACEHOLDER_Runner,creature_pet_heapsaw_v01.geo
10234,MisPlainsTranscipts,item_datablock_hum.geo
10235,Vehicle_AFS_Mech,creature_human_mech_v01.geo
10236,TerraForeasCavernRoof500m280mV02,terra_foreas_cavern_roof_500m_x_280m_v02.geo
10237,MisPlainsFilterLight,item_canister_hum_v02.geo
10238,MisPlainsKeyLight,item_keycard_hum.geo
10240,Creature_Miasma_Boss,creature_foreas_miasma_v01.geo
10242,ArchElohCorridorCouplerV01,arch_eloh_corridor_coupler_v01.geo
10243,ArchElohCorridorCross16MV01,arch_eloh_corridor_cross_32m_v01.geo
10246,ArchElohCorridorEndcapV01,arch_eloh_corridor_endcap_v01.geo
10249,ArchElohCorridorOffsetLeftV01,arch_eloh_corridor_offset_left_v01.geo
10250,ArchElohCorridorOffsetRightV01,arch_eloh_corridor_offset_right_v01.geo
10251,ArchElohCorridorRamp48MV01,arch_eloh_corridor_ramp_48m_v01.geo
10252,ArchElohCorridorRoomV01,arch_eloh_corridor_room_v01.geo
10253,ArchElohCorridorRoomV02,arch_eloh_corridor_room_v02.geo
10254,ArchElohCorridorStraight16MV01,arch_eloh_corridor_straight_16m_v01.geo
10255,ArchElohCorridorStraight32MV01,arch_eloh_corridor_straight_32m_v01.geo
10256,ArchElohCorridorTee32MV01,arch_eloh_corridor_tee_32m_v01.geo
10257,ArchElohCorridorTurnLeft16MV01,arch_eloh_corridor_turn_left_16m_v01.geo
10258,ArchElohCorridorTurnRight16MV01,arch_eloh_corridor_turn_right_16m_v01.geo
10259,ArchElohObeliskV01,arch_eloh_obelisk_v01.geo
10260,ArchElohObeliskV02,arch_eloh_obelisk_v02.geo
10261,ArchElohObeliskV03,arch_eloh_obelisk_v03.geo
10264,UsableTwoStateDELETEV04,vfx_ability_shifter_geo_v01.geo
10265,MisPlainsBroData,item_datablock_hum.geo
10267,MisWetlandsRefinerySecurityTape,ammo_bullets_v01.geo
10276,MisWetlandsRefineryToxinSample,ammo_bullets_v01.geo
10282,UsableInertDestBaneSonicTowerV01,prop_bane_sonictower_v01.geo
10284,UsableStatelessBaneSupplyLandingStripDELETEDUPE,arch_bane_landingpad_v01.geo
10285,UsableInertDestBaneWormholeDeviceV02DELETEDUPE,arch_bane_wormhole_incomplete_v01.geo
10287,UsableInertDestThraxMachineryV01DELETEDUPE,prop_bane_machine_v01.geo
10288,Weapon_Creature_Loper_Club,hp_loper_club_v01.geo
10289,UsableTriggeredTwoStateWaypointElohV01,arch_eloh_waypoint.geo
10290,UsableInertDestBaneCameraV01,prop_bane_camera_v01.geo
10294,UsableTwoStateBaneChunnelDoorCaveIn,arch_bane_industrial_chunnel_raw_02_32m_door_open.geo
10298,MisPalisadesItemSohraniband,item_bag_hum_v01.geo
10300,ArchBaneExteriorLightV07,arch_bane_exterior_light_v07.geo
10308,UsableTreasureDispElohReliquaryV01,arch_eloh_reliquary_v01.geo
10310,Bane_Amoeboid_v1_Boss,creature_bane_amoeboid_v01.geo
10312,Bane_Amoeboid_v2_Boss,creature_bane_amoeboid_v02.geo
10314,Creature_Prison_Bot_Reconstructor_Boss,creature_arieki_bot_reconstructor_v01.geo
10315,Creature_Prison_Bot_Warden_Boss,creature_arieki_bot_warden_v01.geo
10317,Creature_Beam_Manta_Boss,creature_arieki_beam_manta_v01.geo
10319,Creature_Boargar_Standard_Boss,creature_boargar_v01.geo
10321,Bane_Caretaker_Boss,creature_bane_caretaker_v01.geo
10323,Bane_Fithik_Winged_Boss,creature_thrax_fithik_v01.geo
10325,Creature_Flaregasher_Boss,creature_arieki_flare_gasher_v01.geo
10327,Bane_Hunter_Boss,creature_bane_hunter_v02.geo
10331,Creature_Lasher_Boss,creature_arieki_lasher_v01.geo
10333,Bane_Lightbender_Standard_Boss,creature_bane_lightbender_v01.geo
10335,Bane_Linker_Boss,creature_bane_linker_armor_v01.geo
10337,Bane_Nitroglazer_Boss,creature_bane_nitroglazer_v01.geo
10339,Bane_Sentinel_Boss,creature_bane_sentinel_v01.geo
10343,Creature_Treeback_Adult_Boss,creature_treeback_v01.geo
10346,MisWildernessItemThraxHeart,item_bio_organ_gen_v01.geo
10347,Creature_Treelurker_Boss,creature_treelurker_v01.geo
10348,Creature_Treemite_Boss,creature_treemite_v01.geo
10349,ArchHumBaseGatesystemXJunction,arch_hum_fort_catwlk_wall_cross_v02.geo
10350,ArchHumBaseGatesystemWallGate16M,arch_hum_fort_catwlk_wall_gate_16m_v02.geo
10351,ArchHumBaseGatesystemWallHalf16M,arch_hum_fort_catwlk_wall_half_16m_v02.geo
10352,ArchHumBaseGatesystemWall32M,arch_hum_fort_catwlk_wall_straight_32m_v02.geo
10353,ArchHumBaseGatesystemCatwalk32M,arch_hum_fort_catwlk_walkway_32m_v02.geo
10354,ArchForeanElohCavernEntranceV01,arch_forean_eloh_cavern_entrance_v01.geo
10355,ArchForeanElohGravestoneV01,arch_forean_eloh_gravestone_v01.geo
10356,MisTordenMiresNecklace,item_bag_hum_v01.geo
10357,Weapon_Creature_Bane_Grenade,hp_bane_launcher_v01.geo
10359,WaterForeasRiverStraightDirty6mV01,water_foreas_river_straight_dirty_64m_v01.geo
10360,WaterForeasRiverStraightDirty64mV02,water_foreas_river_straight_dirty_64m_v02.geo
10361,WaterForeasRiverStraightDirty64mV03,water_foreas_river_straight_dirty_64m_v03.geo
10363,UsableInertDestBaneBarrelV01DELETEDUPE,prop_bane_barrel_v01.geo
10364,WaterForeasRiverStraightDirty64V04,water_foreas_river_straight_dirty_64m_v04.geo
10365,WaterForeasRiverTeeDirty64mV01,water_foreas_river_tee_dirty_64m_v01.geo
10366,WaterForeasRiverTeeDirty64mV02,water_foreas_river_tee_dirty_64m_v02.geo
10367,WaterForeasRiverTurnLeftDirty32mV01,water_foreas_river_turn_left_dirty_32m_v01.geo
10368,WaterForeasRiverTurnLeftDirty64mV01,water_foreas_river_turn_left_dirty_64m_v01.geo
10369,WaterForeasRiverTurnRightDirty32mV01,water_foreas_river_turn_right_dirty_32m_v01.geo
10370,WaterForeasRiverTurnRightDirty64mV01,water_foreas_river_turn_right_dirty_64m_v01.geo
10371,WaterForeasRiverYDirty64mV01,water_foreas_river_y_dirty_64m_v01.geo
10372,WaterForeasRiverYDirty64mV02,water_foreas_river_y_dirty_64m_v02.geo
10373,ArchHumBaseGatesystemCatwalk16MV02,arch_hum_fort_catwlk_platform_16m_v04.geo
10374,ArchHumBaseGatesystemPlatform16Mx12M,arch_hum_fort_catwlk_platform_16x12m_v02.geo
10375,ArchHumBaseGatesystemCatwalk4MV02,arch_hum_fort_catwlk_platform_4m_v02.geo
10376,ArchHumBaseGatesystemCatwalk64M,arch_hum_fort_catwlk_walkway_64m_v02.geo
10377,ArchHumBaseGatesystemPlatform8Mx12M,arch_hum_fort_catwlk_platform_8x12m_v01.geo
10379,UsableItemDispBaneGasHarvesterV01DELETEDUPE,prop_bane_gasharvester_canister_full.geo
10380,ArchForeanElohCavernStraight24mV01,arch_forean_eloh_cavern_straight_24m_v01.geo
10381,ArchForeanElohCavernStraight8mV01,arch_forean_eloh_cavern_straight_8m_v01.geo
10382,ArchForeanElohCavernTee16mV01,arch_forean_eloh_cavern_tee_16m_v01.geo
10383,ArchForeanElohShrineV03,arch_forean_eloh_shrine_v03.geo
10384,ArchForeanElohWallV01,arch_forean_eloh_wall_v01.geo
10385,ItemElohLogosDisperse,item_crate_hum_v01.geo
10386,ItemElohLogosLightning,item_crate_hum_v01.geo
10387,ItemElohLogosCreate,item_crate_hum_v01.geo
10388,ItemElohLogosNegative,item_crate_hum_v01.geo
10389,ItemElohLogosMachine,item_crate_hum_v01.geo
10391,ItemElohLogosWeave,arch_eloh_logos_weave_v01.geo
10393,ItemElohLogosEnclosure,item_crate_hum_v01.geo
10394,ItemElohLogosCorpse,item_crate_hum_v01.geo
10395,ItemElohLogosSelf,item_crate_hum_v01.geo
10396,ItemElohLogosSeparate,item_crate_hum_v01.geo
10397,ItemElohLogosPlant,item_crate_hum_v01.geo
10398,ItemElohLogosControl,item_crate_hum_v01.geo
10399,ItemElohLogosManifest,item_crate_hum_v01.geo
10400,ItemElohLogosLife,item_crate_hum_v01.geo
10401,ItemElohLogosBomb,item_crate_hum_v01.geo
10402,ItemElohLogosAround,item_crate_hum_v01.geo
10403,ItemElohLogosGround,item_crate_hum_v01.geo
10404,ItemElohLogosForward,item_crate_hum_v01.geo
10405,ItemElohLogosVortex,item_crate_hum_v01.geo
10407,ArchHumBaseGatesystemRamp2MV02,arch_hum_fort_catwlk_ramp_2m_v03.geo
10408,ArchHumBaseGatesystemRamp4MV02,arch_hum_fort_catwlk_ramp_4m_v03.geo
10409,MisDivideItemTowerPasscode,item_datablade_bane.geo
10412,MisPlainsHiveScan,item_datablock_hum.geo
10413,ArchHumBaseGatesystemWallGate24M,arch_hum_fort_catwlk_wall_gate_24m_v02.geo
10414,TerraForeasCavernEntrance24mV04,terra_foreas_cavern_entrance_24m_v04.geo
10415,UsableTwoStateBaneTripWire,prop_bane_tripwire.geo
10416,UsableCrSpawnerHumDropshipMechV01,vehicle_hum_dropship_mech_v01.geo
10417,ArchBrannCorridorStraight018mV01,arch_brann_corridor_straight_01_8m_v01.geo
10418,ArchBrannTowerCommunication01V01,arch_brann_tower_communication_v01.geo
10419,ArchBrannTowerSolar01V01,arch_brann_tower_solar_01_v01.geo
10420,ArchBaneObjConsoleV02V02,prop_bane_console_v02_v02.geo
10421,ArchBaneObjConsoleV02V03,prop_bane_console_v02_v03.geo
10422,ArchBaneObjConsoleV03V02,prop_bane_console_v03_v02.geo
10424,ArchBaneObjConsoleV03V03,prop_bane_console_v03_v03.geo
10425,ArchBaneObjConsolePedestalV01,prop_bane_console_pedestal_v01.geo
10426,ArchHumanBaseHolofencePostV02,arch_hum_fort_fence_holo_post_v02.geo
10427,ArchHumanBaseHolofenceStraight16mV02,arch_hum_fort_fence_holo_straight_16m_v02.geo
10428,ArchHumanBaseHolofenceStraight12mV02,arch_hum_fort_fence_holo_straight_12m_v02.geo
10429,ArchHumanBaseHolofenceStraight8mV02,arch_hum_fort_fence_holo_straight_8m_v02.geo
10430,ArchHumanBaseHolofenceStraight4mV02,arch_hum_fort_fence_holo_straight_4m_v02.geo
10431,ArchBrannCorridorRoom01OrechamberV01,arch_brann_corridor_room_01_orechamber_v01.geo
10432,ArchHumBaseHolosignDeltaOutpost,prop_hum_sign_holo_v28.geo
10433,MisMarshesItemC6801Crate01,item_crate_hum_v01.geo
10434,ArchHumBaseHolosignWeaponsAmmo,prop_hum_sign_holo_v04.geo
10436,MisMarshesItemC6801Crate02,item_crate_hum_v02.geo
10442,NPC_Vehicle_AFS_Mech,creature_human_mech_v01.geo
10443,UsableStatelessDELETEV02,particle_proxy.geo
10444,Treasure_Cipher_Crate_Bane_v1DELETEDUPE,item_crate_bane_v01.geo
10448,UsableTwoStateBaneDatabladeSlotDELETEDUPE,prop_bane_console_datablade_empty.geo
10449,ItemBaneDatablade,item_datablade_bane.geo
10451,MisDevilsFithikQueenMandibles,item_bio_insect_gen_v01.geo
10452,MisDevilsMechEquipment,item_machinepart_bane_v01.geo
10453,MisPalisadesTreebackCalmingAgent,item_bio_goo_gen_v01.geo
10454,UsableTwoStateDELETEV02,prop_corman_crate_science_v01.geo
10455,UsableTreasureDispCormanTrappedbox,prop_corman_crate_science_v01.geo
10457,MisWildernessItemWaterAnalyzationData,item_datablock_hum.geo
10458,UsableItemDispWaterAnalyzer,prop_hum_barrel_v01.geo
10459,ArchBrannGenObjComputerV01,prop_brann_computer_v01.geo
10460,ArchBrannGenObjComputerV02,prop_brann_computer_v02.geo
10461,VfxAriekiGroundFog08x16,vfx_env_arieki_ground_fog_8x16.geo
10462,VfxAriekiGroundFog16x16,vfx_env_arieki_ground_fog_16x16.geo
10463,VfxAriekiGroundFog32x32,vfx_env_arieki_ground_fog_32x32.geo
10464,VfxAriekiGroundFog64x64,vfx_env_arieki_ground_fog_64x64.geo
10465,VfxForeasBattlefieldGroundFog8x16,vfx_env_foreas_ground_fog_8x16.geo
10466,VfxForeasBattlefieldGroundFog16x16,vfx_env_foreas_ground_fog_16x16.geo
10467,VfxForeasBattlefieldGroundFog32x32,vfx_env_foreas_ground_fog_32x32.geo
10468,VfxForeasBattlefieldGroundFog64x64,vfx_env_foreas_ground_fog_64x64.geo
10469,VfxGreenSwampGroundSteam64x64,vfx_env_green_ground_steam_64x64.geo
10470,VfxGreenSwampGroundSteam8x16,vfx_env_green_ground_steam_8x16.geo
10471,VfxGreenSwampGroundSteam16x16,vfx_env_green_ground_steam_16x16.geo
10472,VfxGreenSwampGroundSteam32x32,vfx_env_green_ground_steam_32x32.geo
10473,VfxForeasTrailDust4x4,vfx_env_traildust_4x4.geo
10474,VfxAmbientFlySwarm1x1,vfx_ambient_fly_swarm_1x1.geo
10475,VfxAmbientFlySwarm4x4,vfx_ambient_fly_swarm_4x4.geo
10476,VfxAmbientFlySwarm8x8,vfx_ambient_fly_swarm_8x8.geo
10477,VfxForeasBirdsTreetops,vfx_env_birds_treetops.geo
10478,VfxForeasBirdsBushes,vfx_env_birds_bushes.geo
10479,VfxForeasLeavesFalling16x16,vfx_env_leaves_fall_16x16.geo
10480,VfxForeasLeavesFalling64x64,vfx_env_leaves_fall_64x64.geo
10481,VfxForeasLeavesFalling128x128,vfx_env_leaves_fall_128x128.geo
10482,VfxForeasBattlefieldGroundSmoke16x16,vfx_env_foreas_ground_smoke_16x16.geo
10483,VfxForeasBattlefieldGroundSmoke8x16,vfx_env_foreas_ground_smoke_8x16.geo
10484,VfxForeasBattlefieldGroundSmoke32x32,vfx_env_foreas_ground_smoke_32x32.geo
10485,VfxForeasBattlefieldGroundSmoke64x64,vfx_env_foreas_ground_smoke_64x64.geo
10486,VfxForeasFirebug16x16,vfx_env_firebug_16x16.geo
10487,MisDevilsKey,item_keycard_bane_gen.geo
10490,VfxForeasLightraysOutdoors4x4x32,vfx_lightrays_outdoors_4x4x32.geo
10491,VfxForeasLightraysOutdoors8x8x32,vfx_lightrays_outdoors_8x8x32.geo
